age,loan_amount,loan_tenure_months,number_of_loans,on_time_repayments_percentage,missed_payments_total,avg_monthly_electricity_units,avg_monthly_mobile_recharge,business_activity,loan_default_status
56,79371,24,4,99.54,0,145,536,Handicrafts,0
46,124521,12,1,60.24,5,156,775,Retail Shop,0
33,147939,48,3,99.79,0,261,226,Artisan,1
34,40401,48,5,80.19,6,55,515,Artisan,0
54,138463,48,8,90.05,0,117,270,Handicrafts,0
39,98480,48,4,92.21,0,110,196,Food Stall,0
30,190594,60,5,93.55,3,162,220,Tailoring,0
41,79678,60,4,91.87,0,263,536,Artisan,0
41,141280,60,6,99.68,0,169,510,Tailoring,0
26,69382,48,4,94.45,2,266,656,Tailoring,0
54,45972,48,1,95.83,3,66,171,Handicrafts,0
50,129399,60,5,87.9,8,251,629,Tailoring,0
57,67110,24,5,88.91,5,84,381,Artisan,0
65,79634,12,8,97.58,1,345,499,Farming,0
46,38382,12,8,96.76,3,326,228,Handicrafts,0
48,97229,24,6,86.21,7,115,541,Handicrafts,0
62,98717,60,6,93.25,9,252,525,Food Stall,0
24,78484,60,1,84.71,9,135,150,Handicrafts,0
59,133980,36,7,61.41,8,372,570,Tailoring,0
62,187947,36,8,64.01,4,107,233,Food Stall,0
49,178254,48,6,95.1,0,86,349,Farming,0
48,93434,24,8,99.65,2,376,570,Tailoring,0
30,126078,24,8,65.0,8,182,598,Handicrafts,0
51,151506,48,1,94.35,3,122,588,Artisan,0
24,184357,36,7,92.54,2,114,491,Artisan,0
36,54579,48,3,95.35,0,262,218,Retail Shop,0
49,174419,36,5,65.7,2,103,451,Farming,0
23,84231,12,3,90.62,2,255,688,Retail Shop,0
50,159070,36,5,94.15,2,281,788,Food Stall,0
60,65226,24,4,98.38,2,253,364,Farming,0
31,166264,24,1,97.34,1,359,233,Artisan,0
60,192609,60,1,98.89,2,51,502,Artisan,0
34,60962,36,8,92.15,1,339,300,Artisan,0
28,72031,24,3,92.12,10,79,713,Farming,0
62,114341,36,2,72.6,10,200,425,Artisan,1
46,61520,12,6,94.19,1,116,301,Artisan,0
55,112577,24,5,97.69,0,185,715,Artisan,0
53,147162,24,4,90.93,3,274,352,Tailoring,0
38,65287,36,2,93.4,1,219,585,Food Stall,0
58,52526,48,8,93.78,0,64,790,Farming,0
41,98349,24,7,91.05,3,352,172,Artisan,0
45,113009,12,1,94.21,0,242,184,Artisan,0
32,47491,60,5,74.71,6,220,367,Retail Shop,0
39,98129,12,1,90.13,0,190,220,Artisan,0
27,56991,48,4,96.18,1,352,645,Tailoring,0
49,198656,48,3,91.43,2,334,228,Artisan,0
36,48698,60,4,97.35,0,54,513,Handicrafts,0
53,81967,36,4,90.09,2,169,443,Food Stall,0
43,121347,60,8,90.48,2,139,383,Farming,0
23,26852,24,2,94.64,3,89,574,Farming,0
51,92839,48,8,92.29,2,157,569,Food Stall,0
51,196790,48,4,97.56,1,68,296,Farming,0
35,158519,36,8,71.19,6,186,241,Food Stall,0
61,109150,60,5,93.57,9,228,305,Tailoring,0
49,36756,48,6,95.44,2,229,533,Farming,0
36,175633,60,3,93.8,2,250,504,Tailoring,0
26,158186,60,2,91.86,0,115,241,Retail Shop,0
36,192400,60,6,94.88,3,274,202,Artisan,0
40,30714,36,5,95.05,0,105,574,Retail Shop,0
26,159414,12,8,98.14,0,150,321,Food Stall,0
34,117844,60,6,96.88,3,378,388,Handicrafts,0
23,121909,24,8,64.36,4,86,579,Tailoring,0
46,185032,48,5,91.95,2,225,275,Food Stall,0
39,197042,12,4,98.28,3,169,593,Handicrafts,0
57,120384,24,1,62.21,4,331,510,Artisan,0
49,83867,60,4,98.08,2,369,797,Handicrafts,0
59,173509,48,4,91.95,3,79,270,Handicrafts,0
55,181680,24,7,90.06,5,156,365,Farming,0
42,139851,36,8,99.13,0,199,556,Artisan,0
24,73769,36,8,92.49,1,376,331,Retail Shop,0
31,175156,12,3,95.19,3,127,719,Artisan,0
24,25366,60,8,80.08,5,262,799,Handicrafts,0
31,154455,60,8,94.13,0,156,499,Farming,0
52,107935,48,4,90.97,3,101,693,Handicrafts,0
57,171329,12,7,96.63,1,253,508,Tailoring,0
43,87968,12,1,99.99,0,233,393,Tailoring,0
51,172950,24,5,91.66,3,293,618,Handicrafts,0
33,121296,12,3,96.59,1,115,611,Food Stall,0
59,38337,48,1,92.39,0,67,565,Tailoring,0
32,107919,24,4,90.17,2,380,282,Tailoring,0
64,59448,24,4,83.72,4,238,470,Handicrafts,0
24,175041,36,2,93.64,2,352,610,Tailoring,0
61,163667,48,1,93.94,2,159,704,Retail Shop,0
58,92845,60,2,61.95,3,289,461,Farming,0
60,42317,12,2,93.08,2,50,191,Tailoring,0
46,197127,60,7,78.38,8,98,151,Retail Shop,0
46,167043,36,6,90.48,1,69,662,Farming,1
34,181149,48,1,90.69,2,167,296,Tailoring,0
52,125830,48,4,91.69,0,332,313,Retail Shop,0
48,66715,60,2,95.8,0,206,511,Retail Shop,0
45,52334,36,7,98.41,3,114,312,Retail Shop,0
63,107908,36,2,93.62,1,256,581,Farming,0
61,145401,36,4,92.58,3,146,706,Artisan,0
47,174471,12,4,96.24,2,61,370,Food Stall,0
39,110517,60,3,98.68,0,103,534,Tailoring,0
47,116749,60,4,92.08,0,252,526,Retail Shop,0
35,85286,36,4,95.19,1,329,390,Handicrafts,0
32,113415,12,1,93.16,1,282,150,Retail Shop,0
29,99300,48,2,95.61,2,361,728,Handicrafts,0
25,50484,36,6,95.64,0,155,158,Farming,0
32,174440,12,1,90.46,3,304,715,Food Stall,0
53,113903,12,1,88.26,10,77,364,Retail Shop,0
60,66427,48,5,94.19,3,292,234,Farming,0
38,131516,24,2,95.24,1,166,515,Food Stall,0
41,68890,36,1,99.22,3,71,509,Artisan,0
38,129050,36,5,75.18,3,105,582,Artisan,0
58,139068,48,1,97.21,1,52,272,Artisan,0
55,155962,24,5,90.21,3,311,434,Farming,0
50,100064,60,3,93.5,3,246,289,Artisan,0
38,138223,60,5,67.18,8,357,687,Retail Shop,0
28,73435,60,8,99.29,2,306,375,Food Stall,0
57,137305,36,2,95.48,0,110,548,Farming,0
34,99282,60,1,93.38,1,372,725,Tailoring,0
36,160435,12,5,60.95,2,323,423,Retail Shop,0
51,103551,12,7,91.16,1,286,617,Retail Shop,0
61,85875,48,3,85.99,7,115,478,Tailoring,0
49,82637,12,2,88.04,4,95,740,Handicrafts,0
40,135469,60,8,94.41,0,88,274,Artisan,0
54,182434,48,6,97.68,1,170,523,Handicrafts,0
37,94545,36,3,67.45,8,252,315,Food Stall,0
53,183490,36,6,93.12,1,211,508,Food Stall,0
38,132830,36,3,93.02,2,400,169,Food Stall,0
38,159359,60,7,93.53,1,50,311,Handicrafts,0
40,36254,24,5,97.9,0,58,225,Food Stall,0
38,199006,60,4,82.66,9,134,498,Tailoring,0
57,175252,48,7,93.38,1,291,154,Artisan,0
31,73373,12,4,90.9,3,284,295,Retail Shop,0
24,113139,12,3,93.74,3,87,225,Artisan,0
31,169682,48,4,91.92,1,384,754,Tailoring,0
35,185724,12,4,97.23,1,272,154,Handicrafts,1
38,165631,48,4,93.15,0,368,265,Farming,0
56,77610,60,7,98.72,0,180,591,Farming,1
40,150610,48,3,72.15,4,311,195,Tailoring,0
37,138232,36,4,71.34,8,234,799,Food Stall,0
55,113549,12,1,62.55,2,306,217,Food Stall,1
57,108956,36,4,95.5,2,280,740,Tailoring,0
40,40006,36,4,97.1,1,90,696,Food Stall,0
58,166652,36,7,64.5,3,295,525,Artisan,0
44,138443,36,7,97.46,0,388,532,Farming,0
22,85277,60,1,99.9,3,59,176,Tailoring,0
29,128382,48,5,99.16,2,186,243,Retail Shop,0
63,135611,60,7,71.38,10,264,213,Tailoring,0
35,185097,60,8,79.17,5,161,643,Artisan,0
30,54355,60,7,94.67,3,273,216,Farming,0
25,120063,48,8,97.29,2,78,293,Food Stall,0
48,129939,36,8,91.29,0,176,435,Artisan,0
54,96212,12,4,94.67,0,111,351,Handicrafts,0
49,124009,36,4,93.25,4,56,494,Artisan,1
28,135237,36,8,87.24,7,152,365,Farming,0
34,72252,12,3,80.08,8,254,270,Tailoring,0
42,74901,24,7,96.19,3,189,230,Farming,0
27,69384,36,5,96.77,3,156,282,Artisan,0
25,134495,36,3,97.62,1,173,179,Food Stall,0
54,96752,24,2,94.44,2,149,224,Artisan,0
29,81396,48,8,90.44,2,397,272,Artisan,1
60,133273,48,3,99.9,0,118,280,Tailoring,0
28,194399,48,4,84.1,9,100,207,Artisan,0
52,155255,60,5,64.36,8,369,530,Food Stall,0
22,148177,36,1,76.42,4,380,310,Artisan,0
55,78667,60,5,97.49,2,349,361,Artisan,0
34,53845,60,4,97.75,2,304,335,Retail Shop,0
64,48386,48,8,72.14,10,262,574,Tailoring,0
30,62361,36,8,97.48,1,326,200,Handicrafts,0
37,94833,12,4,88.03,5,58,324,Handicrafts,0
53,92551,12,1,99.21,0,76,665,Food Stall,0
41,170896,24,8,93.54,3,279,182,Artisan,0
45,165239,12,6,68.66,7,372,570,Farming,0
59,171845,48,8,90.71,0,179,212,Artisan,0
43,149671,12,3,96.94,2,180,391,Food Stall,0
36,126369,48,5,98.74,1,261,237,Artisan,0
63,188697,48,4,96.28,1,80,221,Tailoring,0
48,129392,36,6,92.53,1,296,536,Artisan,0
36,157123,12,6,96.65,3,100,346,Farming,0
26,175810,24,7,62.28,6,210,540,Food Stall,0
52,156431,48,8,94.86,0,380,725,Retail Shop,0
22,106032,36,3,79.71,7,112,196,Food Stall,0
37,39605,12,4,64.93,5,189,155,Handicrafts,0
46,35058,12,4,84.54,3,243,576,Tailoring,0
63,178685,60,5,98.29,2,387,202,Farming,0
59,138088,36,1,92.93,2,192,449,Food Stall,0
39,71303,60,8,93.69,2,331,259,Retail Shop,0
40,110470,48,7,93.64,3,391,182,Farming,0
26,51494,48,2,90.8,3,95,221,Artisan,1
59,38698,12,5,92.65,2,259,473,Food Stall,0
60,67502,36,2,93.35,3,329,385,Food Stall,0
32,56414,60,5,98.44,3,315,229,Artisan,0
27,83392,60,2,99.18,3,325,517,Handicrafts,0
22,106924,48,5,80.47,7,95,571,Food Stall,0
48,47625,36,8,76.48,10,211,723,Artisan,0
50,71020,36,1,96.96,1,213,781,Artisan,0
33,76853,24,7,98.95,0,374,653,Handicrafts,0
43,198549,24,2,92.26,0,89,453,Retail Shop,0
33,129886,36,2,96.78,3,168,606,Retail Shop,0
58,139870,48,5,69.77,6,51,216,Artisan,0
62,168936,60,2,88.96,4,120,436,Food Stall,0
56,45128,24,4,95.97,2,247,447,Retail Shop,0
32,175179,12,8,94.8,3,191,400,Food Stall,0
46,128964,24,2,99.34,2,396,666,Handicrafts,0
33,161484,36,6,76.03,4,62,211,Tailoring,0
63,196021,36,6,91.02,1,239,285,Farming,0
61,50907,48,3,90.04,0,354,552,Tailoring,1
23,46924,48,2,91.31,5,124,439,Retail Shop,0
48,172822,60,6,82.05,4,301,482,Retail Shop,0
23,100403,24,2,98.69,1,362,452,Tailoring,0
31,186627,36,6,85.04,4,188,620,Retail Shop,0
44,124462,60,1,81.92,6,113,392,Retail Shop,1
45,107718,60,8,93.12,0,131,198,Handicrafts,0
52,154047,12,6,98.38,0,162,596,Tailoring,0
48,69528,12,3,91.67,3,327,415,Farming,0
32,180914,12,3,94.25,2,233,324,Retail Shop,0
40,67325,24,3,94.01,0,238,178,Tailoring,0
53,75018,48,8,80.69,3,133,160,Retail Shop,0
52,29436,24,1,64.41,2,275,551,Food Stall,0
48,143683,48,8,98.79,0,319,296,Food Stall,0
22,98123,48,2,92.18,2,173,796,Tailoring,0
22,58847,12,8,95.46,1,295,720,Tailoring,0
32,199274,12,5,95.06,2,123,778,Food Stall,0
44,81542,60,5,97.73,2,53,525,Tailoring,0
60,31392,12,3,99.57,1,146,271,Tailoring,0
63,196036,60,2,90.71,2,336,721,Artisan,0
22,128845,60,7,90.68,1,274,754,Handicrafts,0
37,96945,24,7,95.04,0,220,730,Handicrafts,0
39,165500,60,7,92.24,2,109,241,Handicrafts,0
44,145003,60,5,99.78,0,235,410,Retail Shop,0
53,166900,60,2,97.98,1,188,637,Retail Shop,0
50,53297,36,3,92.9,3,82,684,Artisan,0
34,31222,36,1,98.4,0,58,664,Tailoring,0
48,49461,12,1,78.61,4,251,768,Handicrafts,0
36,46145,60,3,79.24,6,198,619,Handicrafts,1
32,159354,12,5,95.42,3,51,791,Handicrafts,0
36,54450,12,4,90.26,0,155,487,Tailoring,0
65,30423,60,1,98.67,1,113,750,Retail Shop,0
27,180331,36,3,99.79,1,166,210,Food Stall,0
42,128415,36,5,87.9,4,335,293,Food Stall,0
61,184905,36,2,90.38,7,117,789,Handicrafts,0
28,56126,48,8,99.6,2,389,537,Tailoring,0
42,62368,12,4,91.98,2,319,669,Farming,0
63,152036,12,8,93.55,0,325,755,Tailoring,0
35,129719,48,1,93.09,2,328,663,Handicrafts,0
38,43398,48,7,95.74,3,211,762,Handicrafts,0
60,79359,48,4,99.04,2,142,329,Retail Shop,0
28,99933,48,1,99.13,0,383,495,Farming,0
53,49444,36,1,74.35,7,303,530,Farming,0
51,132609,24,7,92.16,0,344,609,Food Stall,0
52,88647,12,6,96.29,3,92,294,Handicrafts,0
23,108668,60,6,99.87,2,364,467,Retail Shop,0
24,100796,48,6,91.48,3,343,478,Tailoring,0
25,196375,36,5,74.78,10,109,467,Tailoring,0
44,49660,36,1,98.98,3,54,238,Handicrafts,0
56,167067,12,1,96.94,3,227,481,Farming,0
23,67971,12,7,95.73,0,136,476,Retail Shop,0
50,80653,12,8,94.94,2,64,383,Farming,0
28,34079,12,6,83.23,8,123,765,Farming,0
57,152106,60,2,69.59,9,281,658,Retail Shop,0
23,66367,48,7,82.09,7,136,466,Tailoring,0
52,80631,24,1,99.8,0,64,525,Tailoring,0
62,103940,48,3,90.58,3,224,722,Retail Shop,0
49,87678,24,5,96.47,0,116,402,Handicrafts,0
30,31465,24,7,90.03,1,271,679,Artisan,0
37,161642,48,1,83.54,9,226,430,Food Stall,0
60,178294,24,6,99.14,2,392,360,Retail Shop,0
60,113726,48,7,93.82,3,326,787,Handicrafts,0
24,80698,48,1,91.19,3,222,196,Food Stall,0
49,44471,36,5,91.04,3,151,303,Handicrafts,0
49,112219,36,8,94.09,2,64,200,Retail Shop,0
23,164769,12,3,99.62,2,387,666,Tailoring,0
26,103052,60,1,99.12,1,278,624,Handicrafts,0
54,138538,36,5,91.96,0,281,673,Artisan,0
59,129588,12,3,95.58,3,120,797,Farming,0
47,166742,60,4,93.63,0,119,202,Farming,0
36,50228,60,8,92.49,0,133,215,Handicrafts,0
34,79189,36,6,94.46,0,241,621,Food Stall,0
41,55546,60,5,92.16,2,280,168,Retail Shop,0
60,138383,60,3,92.33,3,107,463,Food Stall,0
34,41337,60,6,98.8,2,218,619,Tailoring,0
54,32737,36,3,97.81,2,67,530,Farming,0
52,117353,24,2,98.86,2,268,301,Handicrafts,0
27,193990,48,6,98.12,3,311,303,Farming,0
31,26052,12,8,98.62,2,157,378,Food Stall,0
35,96238,24,1,92.94,2,271,312,Tailoring,0
25,39211,12,8,93.98,3,309,267,Handicrafts,0
49,46436,12,5,92.22,2,144,773,Retail Shop,0
39,60174,12,2,90.82,3,147,617,Handicrafts,0
56,65975,24,7,92.64,2,350,263,Artisan,0
52,146257,12,4,97.87,2,387,745,Artisan,0
65,122791,60,2,95.71,3,216,621,Food Stall,0
63,146820,36,1,92.36,1,171,249,Artisan,0
41,74007,12,8,61.96,8,146,668,Artisan,0
26,26738,12,4,99.67,3,377,484,Retail Shop,0
33,57531,36,5,75.66,10,176,376,Farming,1
59,95752,36,1,92.66,1,329,241,Retail Shop,0
43,170940,36,1,93.17,3,348,587,Artisan,0
53,171791,48,1,91.16,2,364,688,Food Stall,0
43,75168,12,4,91.02,0,362,736,Artisan,0
33,135503,36,4,85.97,7,104,428,Handicrafts,0
37,189505,12,8,63.88,9,235,542,Artisan,0
58,120480,36,7,63.48,3,247,495,Tailoring,1
64,77659,24,1,92.6,0,94,440,Retail Shop,1
55,83653,48,4,92.76,0,135,608,Handicrafts,0
40,34200,12,7,97.13,3,344,183,Tailoring,0
42,69378,48,6,90.46,0,361,512,Tailoring,0
65,198924,36,8,95.47,2,234,238,Farming,0
58,166911,12,7,90.62,3,238,526,Tailoring,0
34,154674,24,5,90.87,0,161,534,Handicrafts,0
62,142048,12,4,97.53,0,385,655,Handicrafts,0
46,93987,36,3,91.62,3,153,261,Handicrafts,0
35,114634,36,8,94.52,0,330,348,Artisan,0
48,58515,36,4,90.12,1,271,589,Food Stall,0
24,123986,48,7,97.14,3,69,666,Artisan,0
30,102989,48,7,93.98,5,253,771,Artisan,1
27,170484,24,7,96.83,1,130,783,Handicrafts,1
60,114047,60,2,90.69,3,117,204,Tailoring,0
36,91392,60,7,94.47,3,79,646,Retail Shop,0
45,186341,12,5,93.63,3,313,353,Handicrafts,0
22,46735,24,4,99.77,2,135,200,Handicrafts,0
41,31582,60,1,94.64,6,226,257,Food Stall,0
39,81108,24,6,61.75,10,309,616,Artisan,0
23,195852,24,8,96.97,1,64,654,Food Stall,0
23,97488,48,2,64.49,4,116,572,Tailoring,0
24,117182,60,8,94.69,2,297,647,Retail Shop,0
63,30439,36,3,61.1,4,57,418,Tailoring,0
41,162626,60,1,90.65,10,85,275,Food Stall,0
32,191267,24,4,69.97,6,300,730,Food Stall,1
37,145899,12,5,99.73,1,368,769,Retail Shop,0
50,82429,36,7,84.2,6,79,581,Food Stall,0
40,27263,60,3,92.19,0,119,596,Retail Shop,0
34,184027,12,5,94.7,0,381,538,Food Stall,0
23,81765,48,2,91.33,3,210,664,Retail Shop,0
50,48999,36,6,97.09,2,381,715,Artisan,0
60,199345,24,3,95.17,3,103,225,Artisan,0
54,45530,48,2,97.04,2,222,743,Artisan,1
34,104121,12,2,91.13,1,334,619,Food Stall,0
25,46729,36,5,93.78,1,162,328,Food Stall,0
46,197116,60,8,92.11,2,322,535,Farming,0
64,153517,24,8,95.91,3,72,746,Food Stall,0
27,167721,48,1,95.02,0,206,616,Retail Shop,0
60,188894,60,6,93.29,3,179,507,Tailoring,0
55,125804,60,8,95.06,3,330,773,Tailoring,0
33,29285,24,7,98.01,0,338,729,Food Stall,0
58,61716,12,8,96.89,3,293,349,Tailoring,0
57,38694,60,2,90.85,0,123,748,Tailoring,0
29,139325,24,3,94.7,1,102,168,Tailoring,0
48,194736,36,2,97.31,2,325,325,Artisan,0
45,25224,12,6,92.64,3,342,583,Farming,0
62,176229,48,1,99.27,3,328,248,Artisan,0
38,81107,60,4,98.51,3,399,220,Tailoring,0
64,168448,48,1,76.27,9,115,719,Retail Shop,0
31,112975,24,3,91.12,3,288,739,Retail Shop,0
52,86575,60,6,94.45,3,325,379,Retail Shop,0
56,146183,36,6,64.01,5,306,195,Food Stall,0
41,85241,36,1,95.54,0,178,602,Artisan,0
57,42540,36,4,92.95,3,225,173,Retail Shop,0
22,186583,60,8,94.67,3,149,664,Tailoring,0
37,130320,24,6,91.47,3,285,577,Artisan,0
50,41108,24,3,62.37,2,156,530,Retail Shop,0
64,157262,48,8,95.02,2,371,664,Artisan,0
24,53710,24,5,90.56,0,295,414,Farming,0
32,160323,60,1,68.02,10,168,679,Food Stall,0
30,83778,36,6,90.64,1,311,411,Farming,0
46,150901,24,2,98.62,0,180,339,Tailoring,0
43,41118,60,7,98.91,0,315,286,Food Stall,0
25,151718,12,6,90.29,0,279,784,Food Stall,0
34,100010,12,6,98.68,1,363,372,Farming,0
46,123495,24,3,92.62,0,359,532,Food Stall,0
65,184856,24,5,86.69,9,277,759,Farming,0
47,55278,48,5,91.47,0,393,185,Food Stall,0
35,46624,48,8,66.2,9,271,217,Handicrafts,0
53,159999,48,5,97.9,1,71,526,Handicrafts,0
56,92636,24,3,98.8,2,94,652,Tailoring,1
27,193643,12,3,93.89,1,215,621,Handicrafts,0
47,53123,36,5,96.06,3,55,592,Artisan,0
41,69802,12,4,92.11,3,244,621,Handicrafts,0
31,85343,48,6,92.65,3,301,773,Farming,0
48,52502,36,7,87.98,8,351,499,Retail Shop,0
35,125897,12,6,92.07,0,233,358,Food Stall,0
27,68890,36,3,92.07,6,328,571,Farming,0
60,107373,36,2,96.96,2,382,554,Retail Shop,0
47,137928,60,1,66.59,3,74,578,Tailoring,0
34,167449,60,6,71.36,6,153,418,Farming,0
65,180852,48,3,64.19,8,335,363,Handicrafts,0
32,31279,60,2,67.14,3,289,176,Farming,0
52,87561,36,8,73.3,2,166,515,Handicrafts,0
30,100480,60,7,73.36,8,352,600,Artisan,0
33,111822,12,6,97.48,1,254,685,Handicrafts,0
34,176682,12,2,92.41,5,297,470,Retail Shop,0
25,110360,24,2,92.37,7,237,393,Food Stall,0
60,103117,48,3,99.73,3,74,293,Food Stall,0
34,43865,24,8,83.66,2,186,689,Tailoring,0
40,78879,24,8,71.67,10,351,736,Food Stall,0
59,113084,48,1,69.16,6,194,408,Retail Shop,1
43,183904,48,3,92.51,0,248,469,Retail Shop,0
39,141895,48,8,99.78,1,260,424,Retail Shop,0
36,60436,36,5,90.12,3,209,774,Retail Shop,0
53,92750,36,8,99.37,1,342,308,Retail Shop,0
62,59467,24,3,97.2,3,98,485,Food Stall,0
50,85516,60,3,91.98,8,327,714,Farming,0
63,184947,12,1,94.42,10,151,446,Retail Shop,0
54,51454,12,7,93.18,0,340,278,Retail Shop,0
53,80211,60,1,77.11,6,227,609,Retail Shop,0
30,145627,24,3,93.05,1,254,270,Farming,0
38,66505,12,1,74.41,2,208,511,Retail Shop,0
44,113920,36,3,90.65,5,310,368,Tailoring,0
42,141644,60,7,67.52,6,131,592,Artisan,1
41,139951,12,8,92.42,3,104,647,Retail Shop,0
64,193713,12,6,92.6,2,335,287,Tailoring,0
65,30828,24,6,95.76,2,338,526,Artisan,0
34,41953,12,3,94.64,3,53,537,Handicrafts,0
31,101962,36,2,99.13,2,132,272,Food Stall,0
31,185252,48,8,84.4,2,302,261,Food Stall,0
55,160673,24,3,96.99,3,53,177,Handicrafts,0
52,167998,24,6,94.1,3,398,758,Farming,0
41,46534,12,6,95.83,0,271,559,Food Stall,0
56,49709,24,6,74.26,10,222,489,Food Stall,0
56,38233,36,1,80.33,4,379,623,Artisan,0
51,105375,60,1,73.33,6,148,751,Tailoring,0
56,73022,12,3,93.06,0,227,312,Farming,0
34,67637,48,5,94.97,3,261,339,Artisan,0
28,85859,48,4,76.15,6,136,240,Farming,0
53,186506,24,3,82.39,6,175,338,Handicrafts,0
61,90738,24,7,86.32,7,198,355,Food Stall,0
55,183154,48,1,97.27,1,122,682,Food Stall,0
27,181231,60,4,99.74,2,395,349,Tailoring,0
57,63334,24,4,64.5,6,305,347,Artisan,0
42,98329,60,2,92.72,3,235,158,Tailoring,0
48,88347,12,1,68.87,3,326,515,Handicrafts,0
26,185481,12,2,98.86,1,335,631,Artisan,0
61,197526,48,2,99.4,0,100,384,Food Stall,0
36,54652,60,8,78.08,5,277,602,Retail Shop,0
43,70129,36,7,99.11,0,69,390,Artisan,0
34,44928,24,1,97.81,1,235,242,Artisan,0
42,180515,60,5,94.24,2,173,768,Retail Shop,0
36,145252,24,1,93.33,1,343,761,Handicrafts,0
23,53813,36,4,98.39,3,80,770,Retail Shop,0
56,179144,36,6,89.11,4,388,705,Handicrafts,0
23,53357,60,2,92.41,6,324,641,Tailoring,0
59,139751,12,3,97.46,1,93,234,Tailoring,0
29,25851,36,6,77.15,9,277,250,Handicrafts,0
35,27998,36,5,86.94,10,105,266,Farming,1
27,128073,36,6,99.13,1,330,362,Artisan,1
40,185441,60,2,96.61,0,154,261,Tailoring,0
63,120376,36,1,97.33,0,282,445,Farming,0
29,78367,60,5,91.35,5,396,787,Artisan,0
30,37977,48,5,92.92,0,273,761,Retail Shop,0
62,94526,36,4,72.87,7,326,465,Tailoring,0
41,118362,24,5,95.93,2,276,544,Artisan,0
29,57543,60,6,98.06,0,133,484,Retail Shop,0
26,41139,24,4,90.57,2,141,386,Farming,0
53,125379,36,5,61.94,3,379,358,Food Stall,0
27,122104,24,6,99.97,1,382,582,Handicrafts,0
27,105681,60,4,91.87,3,222,503,Food Stall,0
42,27264,48,4,66.88,7,62,620,Retail Shop,0
